numeric__Model_Year,numeric__Mileage,numeric__Engine_Size,horsepower__Horsepower,other_numeric__Doors,other_numeric__Owner_Count,other_numeric__Owner_Count,categorical__Brand_BMW,categorical__Brand_Ford,categorical__Brand_Honda,categorical__Brand_Hyundai,categorical__Brand_Tesla,categorical__Brand_Toyota,categorical__Transmission_Automatic,categorical__Transmission_Manual,categorical__Fuel_Type_diesel,categorical__Fuel_Type_electric,categorical__Fuel_Type_hybrid,categorical__Fuel_Type_petrol,ratio_pipeline__Engine_Size,ratio_pipeline__Horsepower,ratio_pipeline__HP_to_Engine_Ratio
-0.2,1.3977248088347958,0.42857142857142855,0.9290167056813824,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.42857142857142855,0.7297297297297297,0.39820851358153897
-1.2,0.0,-1.214285714285714,-0.6130738286254366,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.214285714285714,-0.44144144144144143,2.8728136536444984
0.4,-0.6362151457770197,0.5714285714285712,1.818684321627624,1.0,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5714285714285712,1.4054054054054055,1.1033093497945219
0.6,-0.728783914658649,0.0,0.27659378732080514,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.0,0.2857142857142856,-0.16230890321267408,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2857142857142856,-0.0990990990990991,-0.6221108521461629
1.8,-1.2589583845275436,-0.2142857142857141,-0.09113549393697475,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.2142857142857141,0.0,0.0
0.8,-0.9670718838987583,0.14285714285714296,0.3003182570793716,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.14285714285714296,0.25225225225225223,0.13190815375107146
1.6,0.527760512279383,1.1428571428571423,1.54585291940411,0.0,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.1428571428571423,1.1981981981981982,0.04830666370861675
0.0,0.3677165695783524,-0.8571428571428569,-1.2180478074688807,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.8571428571428569,-0.9009009009009009,-0.2479903860934542
-0.6,1.0866133765051098,-0.2857142857142856,0.07493579437299036,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.2857142857142856,0.08108108108108109,0.659825432495599
-0.2,-0.14878362556193175,-1.214285714285714,-1.7399861421573426,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.214285714285714,-1.2972972972972974,-0.520580523570549
1.6,0.8627946979662046,-0.8571428571428569,0.2528693175622387,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.8571428571428569,0.21621621621621623,2.9516117194329516
0.0,1.238143420881456,0.0,-0.09113549393697475,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.4,0.0,1.357142857142857,-1.8467462560708916,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.357142857142857,-1.3783783783783783,-2.888613489398713
0.0,-0.7960567207759356,0.8571428571428571,-0.04368655441984186,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8571428571428571,0.0,0.0
0.0,-0.6357959555369249,0.0,1.6407507984383758,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2702702702702702,2.132348013192901
1.4,0.0,-0.6428571428571427,0.1461092036486897,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.6428571428571427,0.13513513513513514,1.8130144631293186
1.4,1.107746346540235,-1.1428571428571426,-0.09113549393697475,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.1428571428571426,0.0,0.0
0.0,0.34500802243390527,0.42857142857142855,-0.04368655441984186,0.0,0.6666666666666667,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0
1.2,0.1510819444645206,0.42857142857142855,-1.9179196653465909,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.42857142857142855,-1.4324324324324325,-2.6990404900391693
1.4,0.9915728306905075,-0.9999999999999997,1.2611592823013127,0.0,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.9999999999999997,0.9819819819819819,6.240840204182181
-1.6,0.0,0.0,0.34776719659650446,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2882882882882883,0.0
-1.8,0.6787846374004424,-0.2857142857142856,-0.5537626542290204,1.0,0.6666666666666667,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.2857142857142856,-0.3963963963963964,-0.28711687188736756
1.0,-0.3561237912143508,-0.42857142857142855,-0.031824319540558636,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.42857142857142855,0.0,0.0
0.8,-0.5257368352582357,-0.7857142857142856,0.24100708268295548,0.5,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.7857142857142856,0.2072072072072072,2.5810413189519803
0.6,1.3239473265781068,0.9285714285714282,-0.423278070556905,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9285714285714282,-0.2972972972972973,-1.4888557930362187
0.0,0.7994680620401555,1.4285714285714282,1.605164093800526,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.4285714285714282,1.2432432432432432,-0.19929392430200907
0.0,1.1883609661612293,0.0,1.3441949264562951,0.5,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.045045045045045,0.0
-0.8,0.8788395657767306,-0.5,0.3596294314757877,0.5,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.5,0.2972972972972973,1.7036027264069915
0.0,0.29195877480811205,-0.7857142857142856,-0.09113549393697475,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.7857142857142856,0.0,0.0
0.0,0.0,0.6428571428571427,-0.15044666833339085,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6428571428571427,-0.09009009009009009,-0.995497299013919
1.0,-0.1719258177823391,0.7142857142857141,-0.09113549393697475,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7142857142857141,0.0,0.0
0.0,0.5486332952689322,0.0,-0.09113549393697475,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.42857142857142855,-0.031824319540558636,0.5,0.6666666666666667,0.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.42857142857142855,0.0,0.0
0.0,0.7492953267515647,-0.9285714285714284,0.027486854855857473,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.9285714285714284,0.04504504504504504,2.8193492421516337
-1.6,0.0,0.0,-0.2809312520055063,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.1891891891891892,0.0
0.0,0.0,-0.5,0.1461092036486897,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.5,0.13513513513513514,1.3400696865752382
1.8,0.0,-1.2857142857142854,1.6881997379555085,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.2857142857142854,1.3063063063063063,10.920774598377648
-1.8,-0.9672597967650077,-0.2857142857142856,1.1425369335084803,0.0,0.6666666666666667,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.2857142857142856,0.8918918918918919,2.267840666353467
0.0,0.4715890201066767,1.4285714285714282,1.4628172752491273,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.4285714285714282,1.135135135135135,-0.31080355899545214
0.2,-0.8211792255098943,0.42857142857142855,-1.3485323911409963,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.42857142857142855,-1.0,-2.0795906893150278
1.6,0.6454084213873752,-0.9999999999999997,-1.1350121633138983,0.0,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.9999999999999997,-0.8378378378378378,0.3774602340288646
-0.8,-0.33306832800913544,0.0,0.7866698871299836,0.0,0.6666666666666667,0.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6216216216216216,0.0
0.0,0.8440756855205909,0.0,-0.031824319540558636,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.6,0.19755424177158468,0.0,-1.2180478074688807,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.9009009009009009,0.0
0.0,-0.04359578496986167,0.2142857142857141,-0.04368655441984186,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2142857142857141,0.0,0.0
-1.6,-0.6780329859354447,0.0,0.8103943568885501,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6396396396396397,0.0
0.0,0.0,0.35714285714285704,1.17812363814633,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.35714285714285704,0.918918918918919,0.7919665301193947
0.0,0.46161518335959295,1.0,1.2967459869391622,1.0,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.009009009009009,-0.006362746530316203
-0.2,-1.3200011563868692,1.0714285714285712,-0.031824319540558636,0.0,0.6666666666666667,0.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0714285714285712,0.0,0.0
0.0,0.0,0.0,-0.8977674657282338,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.6576576576576577,0.0
0.0,-0.23687139532530607,0.7857142857142853,0.27659378732080514,1.0,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7857142857142853,0.0,0.0
0.0,0.843526401757708,0.0,0.11052249901084003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-0.07142857142857148,0.8815677661642495,0.0,0.6666666666666667,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.07142857142857148,0.6936936936936937,1.305692151037891
0.0,0.0,-0.8571428571428569,0.9171544708020991,1.0,0.6666666666666667,0.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.8571428571428569,0.7207207207207207,4.396593315477134
0.4,-0.20962402971914254,1.1428571428571423,-1.5027414445716782,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.1428571428571423,-1.117117117117117,-2.5474793711604433
0.0,-1.4017143435336292,0.9285714285714282,0.08679802925227359,0.0,0.6666666666666667,0.6666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9285714285714282,0.09009009009009009,-1.0242474389057437
1.2,0.0,0.0,0.07493579437299036,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.08108108108108109,0.0
-0.8,-0.005492837628828725,-0.9999999999999997,-1.3485323911409963,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.9999999999999997,-1.0,-0.14501916925212394
1.6,-0.07940041340830575,0.42857142857142855,0.11052249901084003,0.0,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,0.0,0.0
0.0,0.0,0.0,0.27659378732080514,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.2,1.0071551437533426,1.0714285714285712,-1.1231499284346151,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0714285714285712,-0.8288288288288288,-2.19307677834368
-0.4,0.2058079530506931,0.07142857142857148,0.6205985988200186,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.07142857142857148,0.4954954954954955,0.6577858130438605
0.6,0.0,1.2142857142857142,1.2730215171805959,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.2142857142857142,0.990990990990991,-0.257266599730806
0.2,0.0,-0.7857142857142856,-0.8265940564525345,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.7857142857142856,-0.6036036036036037,0.3809110594757496
0.0,0.0,-0.35714285714285704,-0.8265940564525345,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.35714285714285704,-0.6036036036036037,-0.5808945184373565
0.0,-0.14524219077492376,0.2857142857142856,1.332332691577012,0.5,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2857142857142856,1.0360360360360361,1.0995670874510264
-1.2,0.0,0.2857142857142856,0.9052922359228159,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2857142857142856,0.7117117117117117,0.6076591047089726
-0.6,0.0804989809340715,1.0,1.1662614032670469,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.9099099099099099,-0.12251544883511413
-0.6,-0.34597649643688294,0.0,-0.4351403054361882,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.3063063063063063,0.0
0.0,0.0,0.35714285714285704,-1.6332260282437936,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.35714285714285704,-1.2162162162162162,-2.3539285687845455
-1.2,0.33139156704875616,0.8571428571428571,-0.13858443345410765,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8571428571428571,-0.08108108108108109,-1.1724417711336401
0.0,0.0,-0.9999999999999997,-0.09113549393697475,1.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.9999999999999997,0.0,0.0
-0.2,0.9005073647388734,0.0,1.818684321627624,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4054054054054055,2.3646287875605743
0.0,-0.39386536765875024,-0.35714285714285704,-1.3959813306581292,1.0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.35714285714285704,-1.0360360360360361,-1.4727932519070228
0.0,-0.4792356282794409,0.14285714285714296,-0.6130738286254366,0.5,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714296,-0.44144144144144143,-0.9859663541851718
-0.8,0.6000780561136728,-0.35714285714285704,-0.3876913659190553,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.35714285714285704,-0.2702702702702703,0.10661075527884425
-0.8,-0.3735563232679493,-0.2857142857142856,0.05121132461442392,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.2857142857142856,0.06306306306306306,0.624091760632091
0.0,-1.1543921018776833,-0.2142857142857141,-0.9096297006075171,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.2142857142857141,-0.6666666666666666,-0.9269758277106084
0.8,0.09611020366863735,1.4285714285714282,0.5138384849064696,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.4285714285714282,0.4144144144144144,-1.054201123618406
-0.6,-0.5888755583180353,0.0,1.2967459869391622,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.009009009009009,0.0
0.0,0.0,0.42857142857142855,0.27659378732080514,0.0,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.42857142857142855,0.0,0.0
-0.8,-1.2940547260085862,0.0,-1.597639323605944,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.1891891891891893,0.0
1.2,0.0,-1.2857142857142854,1.0476390544742147,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.2857142857142854,0.8198198198198198,8.831292022225616
-1.4,-0.35765600381607665,0.0,-0.09113549393697475,0.5,0.6666666666666667,0.6666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.6,0.0,0.6428571428571427,-0.031824319540558636,0.5,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6428571428571427,0.0,0.0
-1.2,1.2398635463494312,-0.2142857142857141,-0.9808031098832164,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.2142857142857141,-0.7207207207207207,-1.0302079052933384
0.0,0.8190688194735549,-0.6428571428571427,-1.0163898145210661,0.5,0.6666666666666667,0.6666666666666667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.6428571428571427,-0.7477477477477478,-0.3546298706794644
1.0,0.5991674014541565,-0.9999999999999997,1.5221284496455434,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.9999999999999997,1.1801801801801801,6.879426141525614
0.0,-0.37000043364507595,0.5714285714285712,-0.37582913103977206,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5714285714285712,-0.26126126126126126,-1.1585305470276548
1.6,-0.9619115074948323,0.0,-0.423278070556905,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.2972972972972973,0.0
0.0,0.0,-0.7857142857142856,0.27659378732080514,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.7857142857142856,0.0,0.0
0.8,0.0,-0.2857142857142856,-1.5739148538473775,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.2857142857142856,-1.1711711711711712,-1.8236647620182194
0.0,0.2468018675647938,0.5,-0.031824319540558636,0.5,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0
-0.4,-1.3006894956707766,-1.3571428571428568,0.27659378732080514,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.3571428571428568,0.0,0.0
1.8,0.0,-1.214285714285714,0.4663895453893367,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.214285714285714,0.3783783783783784,6.123328076029439
0.0,-0.7031265809976728,0.0,-1.9060574304673077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.4234234234234233,0.0
0.6,1.1434642459634872,-0.8571428571428569,-1.7281239072780594,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.8571428571428569,-1.2882882882882882,-1.3575298259130948
0.0,0.0,-0.07142857142857148,-0.37582913103977206,0.5,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.07142857142857148,-0.26126126126126126,-0.39234089529102745
1.4,-0.28341596681169684,-0.14285714285714296,1.4509550403698441,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.14285714285714296,1.1261261261261262,2.2782124889971778
-1.8,-1.3446466515372717,0.7142857142857141,-0.2809312520055063,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7142857142857141,-0.1891891891891892,-1.1890638653859669
